,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
321,1.605,-7.61E-09,-4.36E-06,-6.90E-05,-0.000204443,-0.000379456,-0.000559506,-0.000720829,-0.000859,-0.000999,-0.00126731,1.22E-06,-3.04E-06,-6.97E-05,-0.000208916,-0.000388087,-0.000570281,-0.000729698,-0.000859971,-0.000979922,-0.00113797,2.12E-05,1.66E-05,-6.16E-05,-0.000223729,-0.000426997,-0.000622403,-0.000775266,-0.000875122,-0.000925363,-0.000937222,6.39E-05,5.63E-05,-4.86E-05,-0.000260263,-0.000514528,-0.000736814,-0.000878879,-0.000935457,-0.000928595,-0.000887753,0.000137067,0.000120479,-4.24E-05,-0.000352683,-0.000705049,-0.000970241,-0.00108219,-0.00106817,-0.000994137,-0.000913369,0.000262981,0.000220212,-6.91E-05,-0.000586701,-0.00114426,-0.00146255,-0.00146497,-0.00129467,-0.00110927,-0.000980225,0.000502118,0.00039055,-0.00019599,-0.00123921,-0.00228476,-0.00257829,-0.00217739,-0.00162057,-0.00123784,-0.00104968,0.00101661,0.00082311,-0.0004125,-0.00305865,-0.00511633,-0.00478915,-0.00327786,-0.00196724,-0.00128901,-0.00105049,0.00227173,0.00203765,0.000259803,-0.00409734,-0.0070243,-0.00642657,-0.0040653,-0.002032,-0.00114069,-0.000911878,0.00381823,0.00367326,0.00217216,-0.00210807,-0.00556562,-0.00560114,-0.00377507,-0.00169003,-0.000873799,-0.000694629
322,1.61,-7.65E-09,-4.31E-06,-6.90E-05,-0.000204681,-0.000380034,-0.000560269,-0.00072155,-0.000859519,-0.00099922,-0.00126722,1.16E-06,-3.04E-06,-6.97E-05,-0.000209208,-0.000388726,-0.000571093,-0.000730432,-0.000860447,-0.000980062,-0.00113774,2.09E-05,1.63E-05,-6.18E-05,-0.00022435,-0.000428007,-0.000623508,-0.000776099,-0.00087553,-0.000925248,-0.000936679,6.27E-05,5.53E-05,-4.96E-05,-0.000261731,-0.000516449,-0.000738604,-0.000879989,-0.000935745,-0.00092825,-0.000887041,0.000134484,0.000118082,-4.50E-05,-0.000356227,-0.000709142,-0.000973493,-0.00108377,-0.0010683,-0.000993502,-0.00091247,0.000257965,0.000215137,-7.55E-05,-0.000595544,-0.00115393,-0.00146894,-0.00146705,-0.0012942,-0.00110806,-0.00097904,0.000493289,0.000380349,-0.000212446,-0.001265,-0.00230964,-0.00259109,-0.0021787,-0.00161803,-0.00123544,-0.00104801,0.00100391,0.000807228,-0.000450322,-0.00312281,-0.00515866,-0.0047989,-0.0032713,-0.00195941,-0.00128473,-0.00104842,0.00226719,0.00202823,0.000215098,-0.00415509,-0.00703031,-0.00641053,-0.00404153,-0.00201741,-0.00113544,-0.000910397,0.00383178,0.00368215,0.00214445,-0.0021597,-0.0055673,-0.00558283,-0.0037457,-0.00167433,-0.000870226,-0.000695179
323,1.615,-7.56E-09,-4.26E-06,-6.89E-05,-0.000204929,-0.000380635,-0.000561071,-0.000722329,-0.00086011,-0.000999524,-0.00126722,1.10E-06,-3.03E-06,-6.97E-05,-0.00020951,-0.000389389,-0.000571945,-0.000731224,-0.000860996,-0.000980287,-0.0011376,2.05E-05,1.60E-05,-6.21E-05,-0.000224977,-0.000429037,-0.000624654,-0.000776992,-0.000876014,-0.000925225,-0.000936237,6.16E-05,5.43E-05,-5.05E-05,-0.000263197,-0.000518388,-0.000740434,-0.000881163,-0.00093612,-0.000928009,-0.000886444,0.000131898,0.000115687,-4.76E-05,-0.000359768,-0.000713252,-0.000976788,-0.00108541,-0.00106853,-0.000992991,-0.000911708,0.000252923,0.000210043,-8.19E-05,-0.000604416,-0.00116365,-0.00147537,-0.00146922,-0.00129386,-0.001107,-0.000978021,0.000484354,0.000370042,-0.000229076,-0.00129106,-0.00233461,-0.00260392,-0.0021801,-0.00161566,-0.00123324,-0.00104654,0.000991177,0.000791172,-0.000488663,-0.00318719,-0.00520044,-0.0048086,-0.00326489,-0.00195187,-0.00128072,-0.00104659,0.00226236,0.00201852,0.000170049,-0.00421111,-0.00703582,-0.00639478,-0.00401797,-0.00200328,-0.00113056,-0.000909188,0.00384527,0.00369092,0.00211633,-0.00221035,-0.0055686,-0.005565,-0.00371635,-0.00165934,-0.00086712,-0.000695947
324,1.62,-7.57E-09,-4.20E-06,-6.89E-05,-0.000205183,-0.000381249,-0.000561897,-0.000723141,-0.000860744,-0.000999878,-0.00126728,1.05E-06,-3.03E-06,-6.97E-05,-0.000209816,-0.000390065,-0.00057282,-0.000732049,-0.000861588,-0.000980563,-0.00113752,2.01E-05,1.57E-05,-6.24E-05,-0.000225606,-0.00043008,-0.000625822,-0.00077792,-0.000876545,-0.000925257,-0.000935857,6.04E-05,5.33E-05,-5.15E-05,-0.000264664,-0.000520338,-0.000742289,-0.000882375,-0.000936545,-0.000927831,-0.000885917,0.000129295,0.000113279,-5.01E-05,-0.000363316,-0.00071738,-0.000980111,-0.0010871,-0.00106883,-0.000992555,-0.000911031,0.000247835,0.000204909,-8.83E-05,-0.000613339,-0.00117341,-0.00148185,-0.00147143,-0.00129359,-0.00110604,-0.000977106,0.000475284,0.000359602,-0.000245912,-0.00131745,-0.00235973,-0.00261678,-0.00218154,-0.00161339,-0.00123117,-0.00104521,0.000978372,0.00077491,-0.000527557,-0.00325163,-0.00524175,-0.00481817,-0.00325853,-0.00194453,-0.00127692,-0.00104492,0.00225722,0.00200852,0.000124619,-0.00426562,-0.00704051,-0.00637912,-0.00399449,-0.00198952,-0.00112595,-0.00090815,0.00385871,0.00369957,0.00208783,-0.00225993,-0.00556935,-0.00554743,-0.00368691,-0.00164492,-0.000864349,-0.000696825
325,1.625,-7.56E-09,-4.15E-06,-6.89E-05,-0.000205444,-0.000381882,-0.000562754,-0.000723996,-0.000861431,-0.00100029,-0.0012674,9.88E-07,-3.02E-06,-6.97E-05,-0.000210129,-0.000390759,-0.000573726,-0.000732917,-0.000862235,-0.000980902,-0.00113751,1.97E-05,1.54E-05,-6.26E-05,-0.000226238,-0.000431138,-0.000627022,-0.000778894,-0.000877135,-0.000925356,-0.000935551,5.93E-05,5.23E-05,-5.24E-05,-0.000266132,-0.000522304,-0.000744176,-0.000883634,-0.000937036,-0.000927729,-0.000885475,0.000126684,0.000110869,-5.27E-05,-0.000366869,-0.00072153,-0.000983472,-0.00108884,-0.00106919,-0.000992211,-0.000910454,0.000242717,0.000199749,-9.47E-05,-0.000622312,-0.00118324,-0.00148837,-0.00147371,-0.00129341,-0.00110519,-0.000976314,0.00046611,0.000349047,-0.000262934,-0.00134415,-0.002385,-0.00262968,-0.00218304,-0.00161124,-0.00122926,-0.00104402,0.000965374,0.000758378,-0.000566885,-0.00331609,-0.00528261,-0.00482765,-0.00325227,-0.00193743,-0.00127332,-0.00104344,0.00225194,0.00199839,7.87E-05,-0.00431871,-0.00704449,-0.0063636,-0.00397113,-0.00197616,-0.00112163,-0.000907302,0.00387222,0.00370822,0.00205878,-0.0023086,-0.00556967,-0.00553012,-0.00365744,-0.00163111,-0.00086192,-0.000697834
326,1.63,-7.78E-09,-4.09E-06,-6.88E-05,-0.000205725,-0.000382549,-0.00056366,-0.000724913,-0.000862193,-0.00100079,-0.00126761,9.32E-07,-3.02E-06,-6.97E-05,-0.000210461,-0.000391487,-0.000574682,-0.000733849,-0.000862956,-0.000981321,-0.00113758,1.93E-05,1.51E-05,-6.29E-05,-0.00022689,-0.000432234,-0.000628274,-0.000779934,-0.000877805,-0.000925539,-0.000935335,5.81E-05,5.14E-05,-5.34E-05,-0.00026762,-0.000524315,-0.000746121,-0.000884965,-0.000937615,-0.000927721,-0.00088513,0.000124107,0.000108493,-5.53E-05,-0.000370467,-0.000725751,-0.000986898,-0.00109067,-0.00106966,-0.000991974,-0.000909986,0.000237661,0.000194648,-0.000101081,-0.000631424,-0.00119323,-0.00149495,-0.0014761,-0.00129335,-0.00110447,-0.000975646,0.000457001,0.000338541,-0.00028001,-0.00137097,-0.00241049,-0.00264286,-0.0021847,-0.00160926,-0.00122751,-0.00104298,0.000952446,0.000741853,-0.000606484,-0.00338033,-0.00532295,-0.00483721,-0.00324622,-0.00193059,-0.00126993,-0.0010421,0.00224685,0.00198841,3.29E-05,-0.00437007,-0.00704789,-0.00634858,-0.00394807,-0.00196316,-0.00111752,-0.000906564,0.00388626,0.00371734,0.0020299,-0.00235569,-0.00556974,-0.00551439,-0.00362803,-0.00161771,-0.000859662,-0.000698849
327,1.635,-7.81E-09,-4.04E-06,-6.88E-05,-0.000206002,-0.000383216,-0.000564569,-0.000725837,-0.000862963,-0.0010013,-0.00126783,8.75E-07,-3.01E-06,-6.97E-05,-0.00021079,-0.000392216,-0.000575641,-0.000734787,-0.000863688,-0.000981753,-0.00113767,1.89E-05,1.48E-05,-6.32E-05,-0.000227538,-0.00043333,-0.00062953,-0.000780981,-0.000878485,-0.000925737,-0.000935136,5.70E-05,5.04E-05,-5.43E-05,-0.000269108,-0.00052633,-0.000748072,-0.000886305,-0.000938207,-0.000927731,-0.000884808,0.000121506,0.000106098,-5.78E-05,-0.000374081,-0.000729991,-0.000990335,-0.00109251,-0.00107014,-0.000991762,-0.00090955,0.000232549,0.000189497,-0.000107529,-0.000640623,-0.00120331,-0.00150155,-0.00147849,-0.00129331,-0.00110379,-0.000975022,0.000447753,0.000327884,-0.000297321,-0.00139812,-0.00243609,-0.00265608,-0.00218636,-0.00160731,-0.00122581,-0.00104199,0.000939267,0.000725024,-0.000646661,-0.00344453,-0.0053628,-0.00484664,-0.00324018,-0.00192388,-0.00126663,-0.00104084,0.00224147,0.00197808,-1.34E-05,-0.00442,-0.00705063,-0.00633361,-0.0039252,-0.00195059,-0.00111361,-0.000905938,0.00390024,0.00372633,0.0020006,-0.00240186,-0.00556941,-0.00549868,-0.00359868,-0.0016049,-0.000857682,-0.000699949
328,1.64,-6.84E-09,-3.99E-06,-6.88E-05,-0.000206349,-0.000384017,-0.000565693,-0.000727068,-0.000864131,-0.00100228,-0.00126859,8.25E-07,-3.00E-06,-6.98E-05,-0.000211183,-0.000393075,-0.000576813,-0.000736031,-0.000864819,-0.000982667,-0.0011383,1.86E-05,1.46E-05,-6.34E-05,-0.000228226,-0.000434538,-0.000630988,-0.000782335,-0.000879579,-0.000926447,-0.000935522,5.59E-05,4.95E-05,-5.52E-05,-0.000270594,-0.000528418,-0.0007502,-0.000887945,-0.000939238,-0.000928311,-0.000885155,0.000119015,0.000103815,-6.03E-05,-0.000377634,-0.00073425,-0.000993904,-0.00109463,-0.0010711,-0.00099221,-0.000909922,0.000227593,0.000184503,-0.000113826,-0.00064972,-0.00121336,-0.00150821,-0.00148113,-0.00129378,-0.0011039,-0.000975426,0.000438661,0.000317367,-0.00031459,-0.00142536,-0.00246158,-0.00266917,-0.00218813,-0.00160588,-0.00122509,-0.00104239,0.000926218,0.000708274,-0.000687025,-0.00350828,-0.00540175,-0.00485553,-0.003234,-0.00191767,-0.00126457,-0.00104154,0.00223626,0.00196787,-5.94E-05,-0.00446791,-0.007052,-0.00631781,-0.00390174,-0.00193826,-0.00111125,-0.000908233,0.00391468,0.00373571,0.00197142,-0.00244646,-0.00556769,-0.00548139,-0.00356777,-0.00159098,-0.000857591,-0.000705949
329,1.645,-7.05E-09,-3.94E-06,-6.88E-05,-0.000206682,-0.000384795,-0.00056678,-0.000728243,-0.000865226,-0.00100318,-0.00126924,7.70E-07,-3.00E-06,-6.98E-05,-0.000211565,-0.000393911,-0.000577949,-0.000737221,-0.000865877,-0.000983489,-0.00113882,1.82E-05,1.43E-05,-6.37E-05,-0.000228909,-0.000435728,-0.000632413,-0.000783636,-0.000880598,-0.000927061,-0.000935794,5.48E-05,4.85E-05,-5.61E-05,-0.000272086,-0.000530502,-0.000752305,-0.00088954,-0.000940193,-0.000928786,-0.000885372,0.000116449,0.000101465,-6.28E-05,-0.000381222,-0.000738533,-0.000997471,-0.00109672,-0.00107198,-0.000992544,-0.00091014,0.000222501,0.00017938,-0.000120236,-0.000658934,-0.0012235,-0.00151491,-0.00148375,-0.00129418,-0.00110388,-0.000975635,0.000429312,0.00030658,-0.000332223,-0.00145309,-0.00248728,-0.00268232,-0.00218992,-0.00160441,-0.00122425,-0.00104252,0.000912759,0.000691062,-0.000728126,-0.00357211,-0.00544036,-0.0048644,-0.00322794,-0.00191158,-0.00126239,-0.00104184,0.00223057,0.00195713,-0.000106016,-0.0045146,-0.00705295,-0.00630217,-0.00387857,-0.00192631,-0.00110878,-0.000909872,0.00392886,0.00374475,0.00194158,-0.0024904,-0.00556584,-0.00546418,-0.00353743,-0.00157811,-0.000857449,-0.000710594
330,1.65,-7.06E-09,-3.88E-06,-6.88E-05,-0.000207,-0.000385551,-0.000567839,-0.000729379,-0.000866267,-0.001004,-0.00126981,7.16E-07,-2.99E-06,-6.98E-05,-0.000211931,-0.000394727,-0.000579058,-0.000738373,-0.000866882,-0.000984241,-0.00113926,1.78E-05,1.40E-05,-6.39E-05,-0.000229577,-0.000436902,-0.000633817,-0.000784904,-0.000881567,-0.000927602,-0.000935976,5.37E-05,4.76E-05,-5.70E-05,-0.000273568,-0.00053258,-0.000754404,-0.000891115,-0.000941104,-0.000929187,-0.000885485,0.000113828,9.91E-05,-6.53E-05,-0.000384809,-0.000742831,-0.00100106,-0.00109881,-0.00107283,-0.000992796,-0.000910227,0.000217284,0.000174144,-0.000126703,-0.000668164,-0.00123374,-0.00152171,-0.00148643,-0.00129459,-0.00110377,-0.000975666,0.000419678,0.0002955,-0.000350174,-0.00148089,-0.00251324,-0.00269567,-0.00219187,-0.00160302,-0.00122331,-0.00104239,0.000898795,0.000673285,-0.000770266,-0.00363529,-0.00547917,-0.00487356,-0.00322222,-0.00190577,-0.00126013,-0.0010417,0.00222426,0.00194572,-0.000153191,-0.00456063,-0.00705405,-0.00628712,-0.00385605,-0.00191499,-0.00110623,-0.000910674,0.00394259,0.00375324,0.00191082,-0.00253407,-0.00556434,-0.00544757,-0.00350814,-0.00156677,-0.000857164,-0.000713475
331,1.655,-6.94E-09,-3.83E-06,-6.88E-05,-0.000207318,-0.000386313,-0.00056891,-0.000730533,-0.000867328,-0.00100485,-0.00127039,6.61E-07,-2.98E-06,-6.98E-05,-0.000212296,-0.000395548,-0.000580179,-0.000739542,-0.000867908,-0.000985013,-0.00113972,1.74E-05,1.38E-05,-6.42E-05,-0.000230244,-0.000438082,-0.000635237,-0.000786196,-0.000882559,-0.000928166,-0.000936177,5.25E-05,4.66E-05,-5.79E-05,-0.000275044,-0.000534665,-0.000756527,-0.000892722,-0.000942048,-0.000929614,-0.000885618,0.000111169,9.66E-05,-6.78E-05,-0.000388386,-0.000747142,-0.0010047,-0.00110097,-0.00107374,-0.000993084,-0.000910333,0.000211979,0.00016883,-0.00013322,-0.000677405,-0.00124402,-0.00152862,-0.00148922,-0.00129507,-0.00110371,-0.000975705,0.000409839,0.0002842,-0.000368434,-0.00150915,-0.00253957,-0.00270922,-0.00219398,-0.00160177,-0.00122244,-0.00104223,0.000884459,0.000655088,-0.000813131,-0.00369844,-0.00551801,-0.00488287,-0.00321676,-0.00190021,-0.00125797,-0.00104148,0.00221749,0.00193379,-0.000200836,-0.00460511,-0.00705486,-0.00627231,-0.00383392,-0.00190416,-0.00110378,-0.000911221,0.00395609,0.00376141,0.00187941,-0.00257702,-0.00556275,-0.00543109,-0.00347941,-0.00155638,-0.00085692,-0.000715685
332,1.66,-7.12E-09,-3.77E-06,-6.87E-05,-0.000207622,-0.000387056,-0.000569954,-0.00073165,-0.000868344,-0.00100564,-0.00127092,6.04E-07,-2.97E-06,-6.98E-05,-0.000212649,-0.000396351,-0.000581273,-0.000740676,-0.000868888,-0.000985732,-0.00114011,1.70E-05,1.35E-05,-6.45E-05,-0.000230901,-0.000439247,-0.000636633,-0.000787451,-0.000883505,-0.000928674,-0.000936316,5.13E-05,4.56E-05,-5.89E-05,-0.000276521,-0.000536743,-0.00075863,-0.000894294,-0.000942943,-0.000929982,-0.000885683,0.000108453,9.42E-05,-7.04E-05,-0.000391993,-0.000751473,-0.00100833,-0.00110308,-0.00107458,-0.000993306,-0.000910362,0.000206566,0.000163417,-0.000139815,-0.000686772,-0.00125442,-0.00153553,-0.00149197,-0.0012955,-0.00110358,-0.000975655,0.000399759,0.000272662,-0.000386942,-0.00153793,-0.00256613,-0.00272274,-0.00219604,-0.00160045,-0.00122149,-0.00104197,0.000869629,0.000636349,-0.000856074,-0.00376313,-0.00555631,-0.00489195,-0.00321124,-0.00189468,-0.00125575,-0.0010411,0.00221018,0.00192122,-0.000248511,-0.00464708,-0.00705483,-0.00625727,-0.00381178,-0.00189348,-0.00110127,-0.000911521,0.00396941,0.00376934,0.00184762,-0.00261891,-0.00556061,-0.00541429,-0.00345073,-0.00154642,-0.000856527,-0.000717437
333,1.665,-6.57E-09,-3.72E-06,-6.87E-05,-0.000207964,-0.000387871,-0.000571109,-0.000732916,-0.000869539,-0.00100663,-0.00127166,5.51E-07,-2.96E-06,-6.98E-05,-0.000213037,-0.000397225,-0.00058248,-0.000741959,-0.000870049,-0.000986654,-0.00114073,1.67E-05,1.32E-05,-6.47E-05,-0.000231583,-0.00044048,-0.000638145,-0.000788865,-0.000884642,-0.000929397,-0.000936685,5.02E-05,4.46E-05,-5.97E-05,-0.000278002,-0.000538888,-0.000760862,-0.000896045,-0.000944052,-0.000930588,-0.000886,0.000105784,9.18E-05,-7.29E-05,-0.000395578,-0.000755878,-0.00101212,-0.00110541,-0.00107569,-0.000993801,-0.000910674,0.000201176,0.000158057,-0.000146266,-0.000696093,-0.00126495,-0.00154267,-0.00149499,-0.00129624,-0.00110377,-0.000975924,0.00038952,0.000261015,-0.000405256,-0.00156674,-0.00259295,-0.00273657,-0.00219845,-0.00159953,-0.00122092,-0.00104206,0.000854158,0.000616884,-0.000898395,-0.00382777,-0.00559445,-0.00490162,-0.00320624,-0.00188965,-0.00125398,-0.00104111,0.00220222,0.00190797,-0.000293833,-0.00469009,-0.00705567,-0.0062429,-0.00379029,-0.00188351,-0.00109927,-0.000912183,0.00398255,0.0037771,0.00181653,-0.00266138,-0.00555912,-0.00539814,-0.00342264,-0.00153742,-0.00085657,-0.000719461
334,1.67,-7.40E-09,-3.66E-06,-6.87E-05,-0.00020824,-0.000388571,-0.000572094,-0.000733959,-0.000870466,-0.00100732,-0.00127208,4.90E-07,-2.96E-06,-6.98E-05,-0.000213363,-0.000397986,-0.000583516,-0.000743018,-0.00087094,-0.00098727,-0.00114102,1.63E-05,1.29E-05,-6.49E-05,-0.000232221,-0.000441608,-0.000639485,-0.000790045,-0.000885495,-0.000929799,-0.000936709,4.89E-05,4.36E-05,-6.07E-05,-0.000279478,-0.000540943,-0.000762914,-0.000897539,-0.00094485,-0.000930845,-0.000885945,0.000102955,8.92E-05,-7.55E-05,-0.000399243,-0.000760226,-0.00101571,-0.00110745,-0.00107643,-0.000993905,-0.000910574,0.000195573,0.000152446,-0.000153097,-0.000705718,-0.0012755,-0.00154956,-0.00149764,-0.00129656,-0.00110351,-0.000975731,0.000379138,0.000249087,-0.00042467,-0.00159646,-0.00261972,-0.00274995,-0.00220036,-0.00159811,-0.00121985,-0.00104163,0.000839016,0.000597741,-0.000943284,-0.0038924,-0.00563119,-0.00491037,-0.00320061,-0.00188403,-0.00125165,-0.00104053,0.0021947,0.0018951,-0.000342035,-0.00472971,-0.00705473,-0.00622757,-0.00376811,-0.001873,-0.00109664,-0.000912164,0.00399608,0.00378507,0.00178467,-0.00270194,-0.00555647,-0.0053811,-0.00339363,-0.00152802,-0.000855856,-0.000720695
335,1.675,-7.51E-09,-3.60E-06,-6.86E-05,-0.000208497,-0.000389245,-0.000573049,-0.000734965,-0.000871357,-0.00100797,-0.00127245,4.30E-07,-2.95E-06,-6.98E-05,-0.000213669,-0.000398722,-0.000584522,-0.00074404,-0.000871801,-0.000987844,-0.00114126,1.58E-05,1.26E-05,-6.52E-05,-0.000232841,-0.000442712,-0.000640794,-0.000791189,-0.000886292,-0.000930158,-0.00093669,4.77E-05,4.25E-05,-6.16E-05,-0.000280944,-0.000542979,-0.000764934,-0.000898992,-0.0009456,-0.000931058,-0.000885844,0.000100081,8.66E-05,-7.82E-05,-0.000402925,-0.000764571,-0.00101926,-0.00110943,-0.00107713,-0.000993964,-0.000910432,0.000189883,0.000146751,-0.000160014,-0.000715456,-0.00128611,-0.0015564,-0.00150023,-0.00129682,-0.00110321,-0.000975502,0.000368583,0.000236959,-0.000444445,-0.00162667,-0.00264614,-0.00276318,-0.00220216,-0.00159665,-0.00121875,-0.00104118,0.000823586,0.00057827,-0.000988674,-0.00395695,-0.00566715,-0.00491875,-0.00319489,-0.00187843,-0.00124933,-0.00103992,0.00218687,0.00188186,-0.000390322,-0.00476808,-0.00705324,-0.00621202,-0.00374597,-0.00186267,-0.00109405,-0.000912107,0.00400956,0.00379287,0.00175198,-0.00274139,-0.0055535,-0.00536377,-0.00336476,-0.00151896,-0.000855093,-0.000721846
336,1.68,-7.95E-09,-3.54E-06,-6.86E-05,-0.000208738,-0.000389892,-0.000573959,-0.000735908,-0.000872184,-0.00100852,-0.00127272,3.68E-07,-2.94E-06,-6.98E-05,-0.000213961,-0.000399431,-0.000585485,-0.000744998,-0.000872618,-0.000988323,-0.00114139,1.54E-05,1.23E-05,-6.54E-05,-0.000233453,-0.000443795,-0.000642064,-0.000792274,-0.000886946,-0.0009304,-0.000936545,4.64E-05,4.15E-05,-6.26E-05,-0.000282419,-0.00054501,-0.000766922,-0.000900378,-0.000946245,-0.000931143,-0.000885599,9.72E-05,8.39E-05,-8.09E-05,-0.000406662,-0.000768952,-0.0010228,-0.00111135,-0.00107771,-0.000993879,-0.000910121,0.000184114,0.000140973,-0.000167049,-0.00072538,-0.00129688,-0.00156326,-0.00150275,-0.00129697,-0.00110274,-0.000975063,0.000357903,0.000224668,-0.00046461,-0.00165754,-0.0026721,-0.00277635,-0.0022039,-0.00159505,-0.00121744,-0.00104045,0.000807995,0.000558588,-0.0010345,-0.00402144,-0.00570238,-0.00492704,-0.00318924,-0.00187276,-0.00124674,-0.00103895,0.00217897,0.0018685,-0.000438412,-0.0048051,-0.0070517,-0.00619711,-0.00372421,-0.00185224,-0.00109103,-0.000911507,0.00402333,0.00380086,0.00171897,-0.00277818,-0.00555149,-0.00534918,-0.00333641,-0.00150941,-0.000853478,-0.00072223
337,1.685,-7.95E-09,-3.48E-06,-6.85E-05,-0.000208975,-0.000390538,-0.000574873,-0.000736857,-0.000873019,-0.00100909,-0.001273,3.06E-07,-2.93E-06,-6.98E-05,-0.000214249,-0.00040014,-0.000586451,-0.000745962,-0.000873442,-0.000988814,-0.00114154,1.50E-05,1.20E-05,-6.57E-05,-0.000234063,-0.00044488,-0.000643339,-0.000793365,-0.000887612,-0.000930656,-0.000936417,4.51E-05,4.04E-05,-6.35E-05,-0.000283897,-0.00054705,-0.000768919,-0.000901771,-0.000946901,-0.000931244,-0.000885376,9.42E-05,8.12E-05,-8.36E-05,-0.000410425,-0.000773366,-0.00102636,-0.00111328,-0.00107831,-0.000993815,-0.000909841,0.000178315,0.000135164,-0.000174134,-0.000735425,-0.00130779,-0.00157014,-0.00150526,-0.00129712,-0.0011023,-0.00097467,0.000347143,0.000212268,-0.000485066,-0.00168892,-0.00269799,-0.00278944,-0.00220557,-0.00159348,-0.00121619,-0.00103979,0.000792243,0.000538708,-0.00108068,-0.00408551,-0.00573664,-0.00493502,-0.00318365,-0.00186718,-0.00124426,-0.00103807,0.00217092,0.00185493,-0.000486343,-0.0048407,-0.00704951,-0.00618169,-0.00370245,-0.00184205,-0.00108817,-0.000911019,0.00403722,0.00380885,0.00168539,-0.00281321,-0.00554944,-0.00533352,-0.00330816,-0.00150033,-0.000851995,-0.000722735
338,1.69,-7.64E-09,-3.42E-06,-6.84E-05,-0.000209242,-0.00039124,-0.00057587,-0.000737916,-0.000873969,-0.0010098,-0.00127342,2.47E-07,-2.91E-06,-6.98E-05,-0.000214567,-0.000400904,-0.000587501,-0.000747033,-0.000874384,-0.000989444,-0.00114183,1.46E-05,1.17E-05,-6.59E-05,-0.000234697,-0.000446022,-0.0006447,-0.000794567,-0.000888411,-0.000931058,-0.000936447,4.39E-05,3.93E-05,-6.44E-05,-0.000285394,-0.000549152,-0.000771011,-0.000903287,-0.0009477,-0.000931506,-0.000885325,9.13E-05,7.86E-05,-8.63E-05,-0.000414216,-0.000777869,-0.00103003,-0.00111534,-0.00107907,-0.000993934,-0.000909754,0.000172616,0.000129448,-0.000181178,-0.000745568,-0.0013189,-0.00157718,-0.00150793,-0.00129746,-0.00110208,-0.000974499,0.000336511,0.00019996,-0.000505637,-0.00172073,-0.00272413,-0.00280265,-0.00220742,-0.00159213,-0.00121519,-0.00103939,0.000776628,0.000518919,-0.00112675,-0.0041491,-0.00577049,-0.00494306,-0.00317831,-0.00186194,-0.0012421,-0.00103748,0.00216317,0.00184161,-0.000533703,-0.00487533,-0.00704747,-0.00616648,-0.00368107,-0.00183232,-0.00108566,-0.00091085,0.00405181,0.00381742,0.00165142,-0.00284703,-0.00554916,-0.00531766,-0.00328036,-0.00149192,-0.000850804,-0.000723542
339,1.695,-7.10E-09,-3.36E-06,-6.84E-05,-0.000209543,-0.000392006,-0.000576965,-0.000739108,-0.000875073,-0.00101068,-0.00127404,1.89E-07,-2.90E-06,-6.98E-05,-0.000214916,-0.000401732,-0.000588649,-0.000748238,-0.00087548,-0.000990253,-0.00114232,1.42E-05,1.14E-05,-6.61E-05,-0.000235354,-0.000447224,-0.000646163,-0.000795909,-0.000889379,-0.00093165,-0.00093668,4.26E-05,3.83E-05,-6.53E-05,-0.000286898,-0.000551312,-0.000773216,-0.000904958,-0.000948686,-0.000931976,-0.000885497,8.85E-05,7.60E-05,-8.89E-05,-0.000417995,-0.000782435,-0.00103385,-0.00111759,-0.00108005,-0.00099429,-0.000909918,0.000166951,0.000123776,-0.000188155,-0.000755699,-0.00133012,-0.00158443,-0.00151085,-0.00129806,-0.00110212,-0.000974616,0.000325829,0.000187593,-0.000526329,-0.00175262,-0.00275162,-0.00281625,-0.00220957,-0.00159109,-0.00121451,-0.00103932,0.000760756,0.000498863,-0.00117304,-0.00421201,-0.00580488,-0.00495129,-0.00317328,-0.00185704,-0.00124032,-0.00103728,0.00215496,0.00182775,-0.000581017,-0.00490911,-0.00704538,-0.00615148,-0.00366023,-0.00182315,-0.00108359,-0.000911109,0.00406605,0.00382548,0.00161623,-0.00288031,-0.00554854,-0.00530135,-0.00325332,-0.00148436,-0.000850032,-0.000724778
